audio_name,class_name,class
"BASS - Hyperactive Rees_[13,5].wav",BASS,0
"BASS - Impact_[6,19].wav",BASS,0
"BASS - Ketchup_[5,7].wav",BASS,0
"BASS - King of LA_[6,20].wav",BASS,0
"BASS - Lay Low_[7,22].wav",BASS,0
"BASS - Legato Reese_[8,12].wav",BASS,0
"BASS - Love and War_[11,18].wav",BASS,0
"BASS - Marksman_[14,2].wav",BASS,0
"BASS - Marshmallow_[8,13].wav",BASS,0
"BASS - Marsh_[7,23].wav",BASS,0
"BASS - Massive_[8,14].wav",BASS,0
"BASS - Menace_[4,13].wav",BASS,0
"BASS - Mercury Rain_[12,25].wav",BASS,0
"BASS - Meth Mouth_[12,26].wav",BASS,0
"BASS - Metroid_[7,24].wav",BASS,0
"BASS - Metro_[13,6].wav",BASS,0
"BASS - Modern M1_[7,25].wav",BASS,0
"BASS - Monster_[13,7].wav",BASS,0
"BASS - Nightcrawler_[11,19].wav",BASS,0
"BASS - Nightlife_[8,15].wav",BASS,0
"BASS - Nippin_[12,27].wav",BASS,0
"BASS - Oberheim_[9,7].wav",BASS,0
"BASS - Obsidian_[9,8].wav",BASS,0
"BASS - Owls_[5,8].wav",BASS,0
"BASS - Presence_[8,16].wav",BASS,0
"BASS - Project Firestar_[12,28].wav",BASS,0
"BASS - Pump It_[13,8].wav",BASS,0
"BASS - Quick_[6,21].wav",BASS,0
"BASS - Ragged_[12,29].wav",BASS,0
"BASS - Rash_[4,14].wav",BASS,0
"BASS - Recorder_[12,30].wav",BASS,0
"BASS - Reese Puff_[14,3].wav",BASS,0
"BASS - Reese_[9,9].wav",BASS,0
"BASS - Rippling_[12,31].wav",BASS,0
"BASS - Sawyer Buzz_[7,26].wav",BASS,0
"BASS - Scooby_[12,32].wav",BASS,0
"BASS - Scrapheap_[4,15].wav",BASS,0
"BASS - Scream_[6,22].wav",BASS,0
"BASS - Serene Screeching_[2,11].wav",BASS,0
"BASS - Serene Screechin_[2,11].wav",BASS,0
"BASS - Shaker Reese_[13,9].wav",BASS,0
"BASS - Shattered_[13,10].wav",BASS,0
"BASS - Sheck_[5,9].wav",BASS,0
"BASS - Sicko Donk_[9,10].wav",BASS,0
"BASS - Side to Side_[6,23].wav",BASS,0
"BASS - Sinner_[4,16].wav",BASS,0
"BASS - Skin_[2,12].wav",BASS,0
"BASS - Slap_[12,33].wav",BASS,0
"BASS - Slouch_[12,34].wav",BASS,0
"BASS - The Fracture_[12,35].wav",BASS,0
"BASS - Thick Square_[9,11].wav",BASS,0
"BASS - Thirty Five_[13,11].wav",BASS,0
"BASS - Throb_[12,36].wav",BASS,0
"BASS - Thump_[11,20].wav",BASS,0
"BASS - Thump_[8,17].wav",BASS,0
"BASS - Thunk_[9,12].wav",BASS,0
"BASS - Twin Peak_[12,37].wav",BASS,0
"BASS - Twins_[6,24].wav",BASS,0
"BASS - Underground_[9,13].wav",BASS,0
"BASS - Undertaker_[13,12].wav",BASS,0
"BASS - Unstable_[8,18].wav",BASS,0
"BASS - Vape_[12,38].wav",BASS,0
"BASS - Vintage_[11,21].wav",BASS,0
"BASS - Weirdo_[13,13].wav",BASS,0
"BASS - Wellies_[11,22].wav",BASS,0
"BASS - Womp_[4,17].wav",BASS,0
"BASS - Wonka_[6,25].wav",BASS,0
"BASS - Wormhole_[11,23].wav",BASS,0
"BASS - Yoink_[4,18].wav",BASS,0
"CHORD - A Land of Weird_[12,39].wav",CHORD,1
"CHORD - Adventure_[7,27].wav",CHORD,1
"CHORD - Angelism_[7,28].wav",CHORD,1
"CHORD - Aqua Vitae_[2,13].wav",CHORD,1
"CHORD - Archangel_[11,24].wav",CHORD,1
"CHORD - Beloved_[8,19].wav",CHORD,1
"CHORD - Best Behaviour_[11,25].wav",CHORD,1
"CHORD - Bigfoot_[7,29].wav",CHORD,1
"CHORD - Bounce_[7,30].wav",CHORD,1
"CHORD - Bright Future_[14,4].wav",CHORD,1
"CHORD - Chambers_[2,14].wav",CHORD,1
"CHORD - Contextualizati_[11,26].wav",CHORD,1
"CHORD - Depth_[8,20].wav",CHORD,1
"CHORD - Echo_[12,40].wav",CHORD,1
"CHORD - Enchanted Saw_[8,21].wav",CHORD,1
"CHORD - Ethereal_[9,14].wav",CHORD,1
"CHORD - Evanescent_[8,22].wav",CHORD,1
"CHORD - Fantasy_[2,15].wav",CHORD,1
"CHORD - Fiji_[11,27].wav",CHORD,1
"CHORD - Flanged Heat_[2,16].wav",CHORD,1
"CHORD - Forest_[8,23].wav",CHORD,1
"CHORD - Galore_[2,17].wav",CHORD,1
"CHORD - Gates Above_[11,28].wav",CHORD,1
"CHORD - Glam Up_[12,41].wav",CHORD,1
"CHORD - Grandiose_[8,24].wav",CHORD,1
"CHORD - Happy_[14,5].wav",CHORD,1
"CHORD - Harmonious_[8,25].wav",CHORD,1
"CHORD - Herald_[7,31].wav",CHORD,1
"CHORD - Hyperion_[9,15].wav",CHORD,1
"CHORD - Hypersaw_[7,32].wav",CHORD,1
"CHORD - Illusionary_[11,29].wav",CHORD,1
"CHORD - Initial_[12,42].wav",CHORD,1
"CHORD - Mild_[12,44].wav",CHORD,1
"CHORD - Minnesota_[7,36].wav",CHORD,1
"CHORD - Morphing Envelo_[9,19].wav",CHORD,1
"CHORD - Next To You_[9,20].wav",CHORD,1
"CHORD - Nickle_[7,37].wav",CHORD,1
"CHORD - Octave Dive_[8,27].wav",CHORD,1
"CHORD - Octopus_[7,38].wav",CHORD,1
"CHORD - Organic_[8,28].wav",CHORD,1
"CHORD - Party Juice_[7,39].wav",CHORD,1
"CHORD - Pentagon_[8,29].wav",CHORD,1
"CHORD - Petals_[9,21].wav",CHORD,1
"CHORD - Portal_[8,30].wav",CHORD,1
"CHORD - Pulse_[8,31].wav",CHORD,1
"CHORD - PWM Stack_[14,6].wav",CHORD,1
"CHORD - Rakish_[12,45].wav",CHORD,1
"CHORD - Restless_[2,19].wav",CHORD,1
"CHORD - Rippling_[12,46].wav",CHORD,1
"CHORD - Sacred Supersaw_[2,20].wav",CHORD,1
"CHORD - Spitfire_[8,32].wav",CHORD,1
"CHORD - Staccato Saws_[12,47].wav",CHORD,1
"CHORD - Such Retro_[12,48].wav",CHORD,1
"CHORD - Support_[2,21].wav",CHORD,1
"CHORD - Sweller_[7,40].wav",CHORD,1
"CHORD - Swift Slide_[7,41].wav",CHORD,1
"CHORD - Talk_[7,42].wav",CHORD,1
"CHORD - Teeth_[2,22].wav",CHORD,1
"CHORD - Textural_[8,33].wav",CHORD,1
"CHORD - The Patternist_[8,34].wav",CHORD,1
"CHORD - Trombone_[8,35].wav",CHORD,1
"CHORD - Twang_[8,36].wav",CHORD,1
"CHORD - Vivacious_[8,37].wav",CHORD,1
"CHORD - Wavy Saws_[12,49].wav",CHORD,1
"CHORD - Weekend_[2,23].wav",CHORD,1
"PAD - A Little Grit_[5,38].wav",CHORD,1
"PAD - Bloom_[7,108].wav",CHORD,1
"PAD - Bubblebath_[12,78].wav",CHORD,1
"PAD - Cartier_[9,40].wav",CHORD,1
"PAD - Caterpillar_[13,52].wav",CHORD,1
"PAD - Cathedral_[7,109].wav",CHORD,1
"PAD - Centauri_[7,110].wav",CHORD,1
"PAD - Chime_[13,53].wav",CHORD,1
"PAD - Emerald Flow_[7,111].wav",CHORD,1
"PAD - Expressive Taste_[14,15].wav",CHORD,1
"PAD - Farewell_[12,79].wav",CHORD,1
"PAD - Fresh Breeze_[7,112].wav",CHORD,1
"PAD - Genesis_[12,80].wav",CHORD,1
"PAD - Ghosts_[9,41].wav",CHORD,1
"PAD - Gliding Vox_[12,81].wav",CHORD,1
"PAD - Gold_[13,54].wav",CHORD,1
"PAD - Haunt_[13,55].wav",CHORD,1
"PAD - Hollow Knight_[9,42].wav",CHORD,1
"PAD - Innocent Relation_[11,54].wav",CHORD,1
"PAD - Interstellar_[5,39].wav",CHORD,1
"PAD - Inverse Proportio_[7,113].wav",CHORD,1
"PAD - Jetsons_[7,114].wav",CHORD,1
"PAD - Lady Bug_[8,75].wav",CHORD,1
"PAD - Low Heart Rate_[13,56].wav",CHORD,1
"PAD - Moonscape_[9,43].wav",CHORD,1
"PAD - Ocean Geyser_[14,16].wav",CHORD,1
"PAD - Oceans_[11,55].wav",CHORD,1
"PAD - Phase Away_[8,76].wav",CHORD,1
"PAD - PWM Squares_[9,44].wav",CHORD,1
"PAD - Retrofitted_[5,40].wav",CHORD,1
"PAD - Retroville_[11,56].wav",CHORD,1
"PAD - Ripple Effect_[5,41].wav",CHORD,1
"PAD - Secret Spot_[12,82].wav",CHORD,1
"PAD - Silver Palace_[7,115].wav",CHORD,1
"PAD - Spores_[7,116].wav",CHORD,1
"PAD - Strawberry_[5,42].wav",CHORD,1
"PAD - Syrup_[13,57].wav",CHORD,1
"PAD - The Ancient_[7,117].wav",CHORD,1
"PAD - The Promptings_[14,17].wav",CHORD,1
"PAD - Via Lactea_[7,118].wav",CHORD,1
"PAD - Weight_[13,58].wav",CHORD,1
"PAD - Zone Fifty One_[13,59].wav",CHORD,1
"LEAD - Aerodynamic_[8,57].wav",LEAD,2
"LEAD - Air Bender_[7,80].wav",LEAD,2
"LEAD - Alex Winter_[7,81].wav",LEAD,2
"LEAD - Allure_[8,58].wav",LEAD,2
"LEAD - Angelic Chop_[5,24].wav",LEAD,2
"LEAD - Apollo_[5,25].wav",LEAD,2
"LEAD - Ardent Palooza_[6,30].wav",LEAD,2
"LEAD - Backstab_[12,54].wav",LEAD,2
"LEAD - Bahoochie_[12,55].wav",LEAD,2
"LEAD - Banshee_[6,31].wav",LEAD,2
"LEAD - Behind The Door_[13,35].wav",LEAD,2
"LEAD - Bend_[6,32].wav",LEAD,2
"LEAD - Benevolent_[5,26].wav",LEAD,2
"LEAD - Bijou Brass_[5,27].wav",LEAD,2
"LEAD - Bits_[7,82].wav",LEAD,2
"LEAD - Black Panther_[13,36].wav",LEAD,2
"LEAD - Blootered_[12,56].wav",LEAD,2
"LEAD - Brass Synth_[14,12].wav",LEAD,2
"LEAD - Brass Tabs_[6,33].wav",LEAD,2
"LEAD - Brasswind_[12,57].wav",LEAD,2
"LEAD - Brass_[8,59].wav",LEAD,2
"LEAD - Broken_[13,37].wav",LEAD,2
"LEAD - Brooklyn_[7,83].wav",LEAD,2
"LEAD - Buzzy_[12,58].wav",LEAD,2
"LEAD - Chari_[4,30].wav",LEAD,2
"LEAD - Chatoyant_[2,29].wav",LEAD,2
"LEAD - Clowns_[6,34].wav",LEAD,2
"LEAD - Complainer_[6,35].wav",LEAD,2
"LEAD - Contaminated_[12,59].wav",LEAD,2
"LEAD - Crystal_[4,31].wav",LEAD,2
"LEAD - Cyber Reality_[6,36].wav",LEAD,2
"LEAD - Dark Light_[7,84].wav",LEAD,2
"LEAD - Dean_[9,33].wav",LEAD,2
"LEAD - Digital Voice_[8,60].wav",LEAD,2
"LEAD - Digitized Dreams_[7,85].wav",LEAD,2
"LEAD - Dirty Lead_[12,60].wav",LEAD,2
"LEAD - Dirty Noise_[6,37].wav",LEAD,2
"LEAD - Distorted Glider_[4,32].wav",LEAD,2
"LEAD - Dragonfly_[7,86].wav",LEAD,2
"LEAD - Drilled_[5,28].wav",LEAD,2
"LEAD - Duckling_[11,43].wav",LEAD,2
"LEAD - Eighties_[8,61].wav",LEAD,2
"LEAD - Emotion_[8,62].wav",LEAD,2
"LEAD - Emperor_[9,34].wav",LEAD,2
"LEAD - Enzyme_[7,87].wav",LEAD,2
"LEAD - Eternal_[5,29].wav",LEAD,2
"LEAD - Faithless_[13,38].wav",LEAD,2
"LEAD - Flight_[11,44].wav",LEAD,2
"LEAD - Flight_[7,88].wav",LEAD,2
"LEAD - Front_[4,33].wav",LEAD,2
"LEAD - Funkadelic_[7,89].wav",LEAD,2
"LEAD - Futurism_[7,90].wav",LEAD,2
"LEAD - Gentle Buzz_[8,63].wav",LEAD,2
"LEAD - Ghost Buzz_[13,39].wav",LEAD,2
"LEAD - Graham Cracker_[5,30].wav",LEAD,2
"LEAD - Grand Theft Auto_[7,91].wav",LEAD,2
"LEAD - Gravel Flute_[6,38].wav",LEAD,2
"LEAD - Gravel Road_[13,40].wav",LEAD,2
"LEAD - Heart_[8,64].wav",LEAD,2
"LEAD - Hendrix_[13,41].wav",LEAD,2
"LEAD - Herald_[11,45].wav",LEAD,2
"LEAD - High Gain_[2,30].wav",LEAD,2
"LEAD - Hooter_[12,61].wav",LEAD,2
"LEAD - House Phone_[6,39].wav",LEAD,2
"LEAD - Hyper Saws_[12,62].wav",LEAD,2
"LEAD - Hyperspeed_[11,46].wav",LEAD,2
"LEAD - Hyper_[4,34].wav",LEAD,2
"LEAD - Illusions_[9,35].wav",LEAD,2
"LEAD - Imaginary Friend_[2,31].wav",LEAD,2
"LEAD - Isolated_[7,92].wav",LEAD,2
"LEAD - Jellyfish_[5,31].wav",LEAD,2
"LEAD - Jokester_[8,65].wav",LEAD,2
"LEAD - Killa Brass_[12,63].wav",LEAD,2
"LEAD - Landscape_[2,32].wav",LEAD,2
"LEAD - Loon_[12,64].wav",LEAD,2
"LEAD - Martijn_[7,93].wav",LEAD,2
"LEAD - Mirrors_[9,36].wav",LEAD,2
"LEAD - Neko_[7,94].wav",LEAD,2
"LEAD - Orca_[7,95].wav",LEAD,2
"LEAD - Organ_[5,32].wav",LEAD,2
"LEAD - Palooza_[8,66].wav",LEAD,2
"LEAD - Pandora_[7,96].wav",LEAD,2
"LEAD - Patter_[12,65].wav",LEAD,2
"LEAD - Peanut Butter_[7,97].wav",LEAD,2
"LEAD - Phone Bill_[6,40].wav",LEAD,2
"LEAD - Pixelated_[7,98].wav",LEAD,2
"LEAD - Planetarium_[7,99].wav",LEAD,2
"LEAD - Pompous_[12,66].wav",LEAD,2
"LEAD - Pride_[4,35].wav",LEAD,2
"LEAD - Psychoacoustic_[8,67].wav",LEAD,2
"LEAD - Punisher_[12,67].wav",LEAD,2
"LEAD - Pure_[2,33].wav",LEAD,2
"LEAD - Quazimodo_[12,68].wav",LEAD,2
"LEAD - Quest_[9,37].wav",LEAD,2
"LEAD - Rattle_[11,47].wav",LEAD,2
"LEAD - Reaper_[6,41].wav",LEAD,2
"LEAD - Retro Shine_[8,68].wav",LEAD,2
"LEAD - Sabre_[4,36].wav",LEAD,2
"LEAD - Sangria_[14,13].wav",LEAD,2
"LEAD - Saw Glance_[12,69].wav",LEAD,2
"LEAD - Sawdust_[11,48].wav",LEAD,2
"LEAD - Serenade_[8,69].wav",LEAD,2
"LEAD - Serenity_[2,34].wav",LEAD,2
"LEAD - Seventeen_[13,42].wav",LEAD,2
"LEAD - Shaft_[12,70].wav",LEAD,2
"LEAD - Shake Up_[5,33].wav",LEAD,2
"LEAD - Shorty_[12,71].wav",LEAD,2
"LEAD - Shredder_[11,49].wav",LEAD,2
"LEAD - Shred_[5,34].wav",LEAD,2
"LEAD - Sine Time_[13,43].wav",LEAD,2
"LEAD - Sinusoidal_[12,72].wav",LEAD,2
"LEAD - Skinny Square_[8,70].wav",LEAD,2
"LEAD - Skylight_[2,35].wav",LEAD,2
"LEAD - Snakes_[4,37].wav",LEAD,2
"LEAD - Soprano_[8,71].wav",LEAD,2
"LEAD - Sorrowful Siren_[7,100].wav",LEAD,2
"LEAD - Space Horn_[2,36].wav",LEAD,2
"LEAD - Spring_[11,50].wav",LEAD,2
"LEAD - Square One_[7,101].wav",LEAD,2
"LEAD - Stage Fright_[5,35].wav",LEAD,2
"LEAD - Stickler_[7,102].wav",LEAD,2
"LEAD - Subjective_[12,73].wav",LEAD,2
"LEAD - Sweet_[8,72].wav",LEAD,2
"LEAD - Taking Time_[2,37].wav",LEAD,2
"LEAD - Talkbox_[9,38].wav",LEAD,2
"LEAD - Talk_[5,36].wav",LEAD,2
"LEAD - Teen Angst_[5,37].wav",LEAD,2
"LEAD - The Present_[13,44].wav",LEAD,2
"LEAD - Thrilling_[12,74].wav",LEAD,2
"LEAD - Toaty_[12,75].wav",LEAD,2
"LEAD - Top Gun_[13,45].wav",LEAD,2
"LEAD - Top Man_[13,46].wav",LEAD,2
"LEAD - Torn Horn_[2,38].wav",LEAD,2
"LEAD - Toys_[13,47].wav",LEAD,2
"LEAD - Tromba_[7,103].wav",LEAD,2
"LEAD - Trumped_[13,48].wav",LEAD,2
"LEAD - Trumpets_[12,76].wav",LEAD,2
"LEAD - Trumpet_[4,38].wav",LEAD,2
"LEAD - War Paint_[11,52].wav",LEAD,2
"LEAD - Wejek_[6,42].wav",LEAD,2
"LEAD - Whispers On The_[7,105].wav",LEAD,2
"LEAD - Whispers_[11,53].wav",LEAD,2
"LEAD - Whistle_[2,39].wav",LEAD,2
"LEAD - Xerxes_[7,106].wav",LEAD,2
"LEAD - Yellow Brass_[7,107].wav",LEAD,2
"LEAD - Zombie_[2,40].wav",LEAD,2
"KEYS - Abandoned_[13,14].wav",PLUCK,3
"KEYS - Afterlife_[8,47].wav",PLUCK,3
"KEYS - Archetype_[7,61].wav",PLUCK,3
"KEYS - Astronomical_[13,15].wav",PLUCK,3
"KEYS - Best Epiano Evah_[12,50].wav",PLUCK,3
"KEYS - Blue Earth_[7,62].wav",PLUCK,3
"KEYS - Chorus Organ_[13,16].wav",PLUCK,3
"KEYS - Church_[9,27].wav",PLUCK,3
"KEYS - Cinderella_[8,48].wav",PLUCK,3
"KEYS - Cinnamon Toast B_[13,17].wav",PLUCK,3
"KEYS - Classic Grand_[8,49].wav",PLUCK,3
"KEYS - Clock_[13,18].wav",PLUCK,3
"KEYS - Controlla_[7,63].wav",PLUCK,3
"KEYS - Curious_[7,64].wav",PLUCK,3
"KEYS - Cushion Keyz_[12,51].wav",PLUCK,3
"KEYS - Digital Dreams_[14,7].wav",PLUCK,3
"KEYS - Double Sweetness_[8,50].wav",PLUCK,3
"KEYS - Eternal Tone_[13,19].wav",PLUCK,3
"KEYS - Existentialism_[9,28].wav",PLUCK,3
"KEYS - Fickle_[11,41].wav",PLUCK,3
"KEYS - Fidelity_[13,20].wav",PLUCK,3
"KEYS - Filter Freakout_[13,21].wav",PLUCK,3
"KEYS - Fresh Air_[8,51].wav",PLUCK,3
"KEYS - Fresh Harp_[13,22].wav",PLUCK,3
"KEYS - Future_[13,23].wav",PLUCK,3
"KEYS - Glacial Pluck_[12,52].wav",PLUCK,3
"KEYS - Gloss_[14,8].wav",PLUCK,3
"KEYS - Hotline Ping_[9,29].wav",PLUCK,3
"KEYS - Ice_[13,24].wav",PLUCK,3
"KEYS - Korus_[13,25].wav",PLUCK,3
"KEYS - Latte Macchiato_[7,65].wav",PLUCK,3
"KEYS - Lounge_[12,53].wav",PLUCK,3
"KEYS - Medicinal_[13,26].wav",PLUCK,3
"KEYS - Milkwater_[7,66].wav",PLUCK,3
"KEYS - Miracle Chime_[13,27].wav",PLUCK,3
"KEYS - Moonlight Hunter_[14,9].wav",PLUCK,3
"KEYS - Nasa_[7,67].wav",PLUCK,3
"KEYS - New Romantic_[13,28].wav",PLUCK,3
"KEYS - Nostalgic Zoo_[7,68].wav",PLUCK,3
"KEYS - Old Harpsichord_[9,30].wav",PLUCK,3
"KEYS - Peak_[8,52].wav",PLUCK,3
"KEYS - Phantom Phriend_[7,69].wav",PLUCK,3
"KEYS - Preach_[11,42].wav",PLUCK,3
"KEYS - Production Piano_[7,70].wav",PLUCK,3
"KEYS - Psycho Mode_[13,29].wav",PLUCK,3
"KEYS - Reliable_[7,71].wav",PLUCK,3
"KEYS - Remember_[7,72].wav",PLUCK,3
"KEYS - Rich Rhodes_[14,10].wav",PLUCK,3
"KEYS - Rough Sleeper_[9,31].wav",PLUCK,3
"KEYS - Scholarship_[8,53].wav",PLUCK,3
"KEYS - Sleep_[13,30].wav",PLUCK,3
"KEYS - Spaced_[13,31].wav",PLUCK,3
"KEYS - Squashed Rhodes_[13,32].wav",PLUCK,3
"KEYS - Story_[8,54].wav",PLUCK,3
"KEYS - Subtle_[14,11].wav",PLUCK,3
"KEYS - Suitcase_[13,33].wav",PLUCK,3
"KEYS - Synthiano_[7,73].wav",PLUCK,3
"KEYS - Take Me To Churc_[7,74].wav",PLUCK,3
"KEYS - Teardrop_[8,55].wav",PLUCK,3
"KEYS - The Prophet_[9,32].wav",PLUCK,3
"KEYS - Toasty Post_[13,34].wav",PLUCK,3
"KEYS - Tremble_[7,75].wav",PLUCK,3
"KEYS - Vermilion_[7,76].wav",PLUCK,3
"KEYS - Vintage_[7,77].wav",PLUCK,3
"PLUCK - Bean Organ_[4,41].wav",PLUCK,3
"PLUCK - Beautiful_[13,61].wav",PLUCK,3
"PLUCK - Bling_[6,44].wav",PLUCK,3
"PLUCK - Bounce_[8,77].wav",PLUCK,3
"PLUCK - Brightside_[5,45].wav",PLUCK,3
"PLUCK - Broken Saw_[12,83].wav",PLUCK,3
"PLUCK - Buzz_[11,57].wav",PLUCK,3
"PLUCK - C64 Reloaded_[8,78].wav",PLUCK,3
"PLUCK - Catch Me If You_[7,119].wav",PLUCK,3
"PLUCK - Cherry Blossom_[8,79].wav",PLUCK,3
"PLUCK - Coconuts_[11,58].wav",PLUCK,3
"PLUCK - Conversational_[7,120].wav",PLUCK,3
"PLUCK - Crisp Dirt_[6,45].wav",PLUCK,3
"PLUCK - Crystals_[13,62].wav",PLUCK,3
"PLUCK - Cubic Ice_[4,42].wav",PLUCK,3
"PLUCK - Dafty_[12,84].wav",PLUCK,3
"PLUCK - De Beaute_[12,85].wav",PLUCK,3
"PLUCK - Deception_[2,42].wav",PLUCK,3
"PLUCK - Deep Forest_[8,80].wav",PLUCK,3
"PLUCK - Devil Harp_[13,63].wav",PLUCK,3
"PLUCK - Diamond_[8,81].wav",PLUCK,3
"PLUCK - Digital_[2,43].wav",PLUCK,3
"PLUCK - Digital_[6,46].wav",PLUCK,3
"PLUCK - Dirty_[8,82].wav",PLUCK,3
"PLUCK - Eternity_[2,44].wav",PLUCK,3
"PLUCK - Facets_[7,121].wav",PLUCK,3
"PLUCK - Fake Love_[13,64].wav",PLUCK,3
"PLUCK - Familiar_[14,18].wav",PLUCK,3
"PLUCK - Fantast_[12,86].wav",PLUCK,3
"PLUCK - Far Out_[5,46].wav",PLUCK,3
"PLUCK - Favorable Marim_[8,83].wav",PLUCK,3
"PLUCK - Festival Horn_[6,47].wav",PLUCK,3
"PLUCK - Field of Dreams_[8,84].wav",PLUCK,3
"PLUCK - Flam_[12,87].wav",PLUCK,3
"PLUCK - Flowers_[13,65].wav",PLUCK,3
"PLUCK - Flurry_[12,88].wav",PLUCK,3
"PLUCK - Flute Like_[12,89].wav",PLUCK,3
"PLUCK - Fruit Pop_[7,122].wav",PLUCK,3
"PLUCK - Futura_[12,90].wav",PLUCK,3
"PLUCK - Galactic_[13,66].wav",PLUCK,3
"PLUCK - Game World_[14,19].wav",PLUCK,3
"PLUCK - Geeks Paradise_[12,91].wav",PLUCK,3
"PLUCK - Ghost Machine_[8,85].wav",PLUCK,3
"PLUCK - Glamorous_[8,86].wav",PLUCK,3
"PLUCK - Glass_[13,67].wav",PLUCK,3
"PLUCK - Grandiosity_[6,48].wav",PLUCK,3
"PLUCK - Gurutar_[7,123].wav",PLUCK,3
"PLUCK - Harmonic Mallet_[9,45].wav",PLUCK,3
"PLUCK - Heartcrush_[13,68].wav",PLUCK,3
"PLUCK - Hell_[13,69].wav",PLUCK,3
"PLUCK - Hermit_[12,92].wav",PLUCK,3
"PLUCK - Hiss_[4,43].wav",PLUCK,3
"PLUCK - Horn Pluck_[8,87].wav",PLUCK,3
"PLUCK - HyperMau5_[7,124].wav",PLUCK,3
"PLUCK - Iceland_[8,88].wav",PLUCK,3
"PLUCK - In The Valley_[11,59].wav",PLUCK,3
"PLUCK - Inner Space_[12,93].wav",PLUCK,3
"PLUCK - Jolt_[4,44].wav",PLUCK,3
"PLUCK - Juicy Square_[14,20].wav",PLUCK,3
"PLUCK - Just2Flex_[11,60].wav",PLUCK,3
"PLUCK - Kave_[13,70].wav",PLUCK,3
"PLUCK - Kinder_[2,45].wav",PLUCK,3
"PLUCK - Level Up_[2,46].wav",PLUCK,3
"PLUCK - Live Mouse_[4,45].wav",PLUCK,3
"PLUCK - Luscious_[12,94].wav",PLUCK,3
"PLUCK - Metallophone_[13,71].wav",PLUCK,3
"PLUCK - Misophonia_[11,61].wav",PLUCK,3
"PLUCK - Modular Twang_[14,21].wav",PLUCK,3
"PLUCK - Mouse_[8,89].wav",PLUCK,3
"PLUCK - Muzik Box_[4,46].wav",PLUCK,3
"PLUCK - Never-Ending St_[13,72].wav",PLUCK,3
"PLUCK - Newlyweds_[12,95].wav",PLUCK,3
"PLUCK - Nitro_[9,46].wav",PLUCK,3
"PLUCK - Ominous Delight_[13,73].wav",PLUCK,3
"PLUCK - Omnipresent_[2,47].wav",PLUCK,3
"PLUCK - One Finger_[4,47].wav",PLUCK,3
"PLUCK - Organic Bell_[8,90].wav",PLUCK,3
"PLUCK - Pipe_[8,91].wav",PLUCK,3
"PLUCK - Pixel Bug_[2,48].wav",PLUCK,3
"PLUCK - Plead_[5,47].wav",PLUCK,3
"PLUCK - Poetical_[12,96].wav",PLUCK,3
"PLUCK - Polished Glass_[9,47].wav",PLUCK,3
